Time,root.test.d5.s1,root.test.d5.s2,root.test.d5.s3
2021-06-10 14:54:41,443,575.9,1018.9
2021-06-10 14:54:43,440,572.0,1012.0
2021-06-10 14:54:45,440,572.0,1012.0
2021-06-10 14:54:47,440,572.0,1012.0
2021-06-10 14:54:49,440,572.0,1012.0
2021-06-10 14:54:52,440,572.0,1012.0
2021-06-10 14:54:54,440,572.0,1012.0
2021-06-10 14:54:56,439,570.7,1009.7
2021-06-10 14:54:58,439,570.7,1009.7
2021-06-10 14:55:00,442,574.6,1016.6
2021-06-10 14:55:03,442,574.6,1016.6
2021-06-10 14:55:05,442,574.6,1016.6
2021-06-10 14:55:07,435,565.5,1000.5
2021-06-10 14:55:09,435,565.5,1000.5
2021-06-10 14:55:11,435,565.5,1000.5
2021-06-10 14:55:14,437,568.1,1005.1
2021-06-10 14:55:16,437,568.1,1005.1
2021-06-10 14:55:18,437,568.1,1005.1
2021-06-10 14:55:20,446,579.8,1025.8
2021-06-10 14:55:23,446,579.8,1025.8
2021-06-10 14:55:25,446,579.8,1025.8
2021-06-10 14:55:27,442,574.6,1016.6
2021-06-10 14:55:29,442,574.6,1016.6
2021-06-10 14:55:31,449,583.7,1032.7
2021-06-10 14:55:34,449,583.7,1032.7
2021-06-10 14:55:36,449,583.7,1032.7
2021-06-10 14:55:38,439,570.7,1009.7
2021-06-10 14:55:40,439,570.7,1009.7
2021-06-10 14:55:42,439,570.7,1009.7
2021-06-10 14:55:45,440,572.0,1012.0
2021-06-10 14:55:47,440,572.0,1012.0
2021-06-10 14:55:49,440,572.0,1012.0
2021-06-10 14:55:51,441,573.3,1014.3
2021-06-10 14:55:53,441,573.3,1014.3
2021-06-10 14:55:56,448,582.4,1030.4
2021-06-10 14:55:58,448,582.4,1030.4
2021-06-10 14:56:00,448,582.4,1030.4
2021-06-10 14:56:02,436,566.8,1002.8
2021-06-10 14:56:05,436,566.8,1002.8
2021-06-10 14:56:07,436,566.8,1002.8
2021-06-10 14:56:09,440,572.0,1012.0
2021-06-10 14:56:11,440,572.0,1012.0
2021-06-10 14:56:13,440,572.0,1012.0
2021-06-10 14:56:16,431,560.3,991.3
2021-06-10 14:56:18,431,560.3,991.3
2021-06-10 14:56:20,431,560.3,991.3
2021-06-10 14:56:22,436,566.8,1002.8
2021-06-10 14:56:24,436,566.8,1002.8
2021-06-10 14:56:27,442,574.6,1016.6
2021-06-10 14:56:29,442,574.6,1016.6
2021-06-10 14:56:31,442,574.6,1016.6
2021-06-10 14:56:33,442,574.6,1016.6
2021-06-10 14:56:36,442,574.6,1016.6
2021-06-10 14:56:38,442,574.6,1016.6
2021-06-10 14:56:40,446,579.8,1025.8
2021-06-10 14:56:42,446,579.8,1025.8
2021-06-10 14:56:44,446,579.8,1025.8
2021-06-10 14:56:47,434,564.2,998.2
2021-06-10 14:56:49,434,564.2,998.2
2021-06-10 14:56:51,441,573.3,1014.3
2021-06-10 14:56:53,441,573.3,1014.3
2021-06-10 14:56:55,441,573.3,1014.3
2021-06-10 14:56:58,444,577.2,1021.2
2021-06-10 14:57:00,444,577.2,1021.2
2021-06-10 14:57:02,444,577.2,1021.2
2021-06-10 14:57:04,439,570.7,1009.7
2021-06-10 14:57:07,439,570.7,1009.7
2021-06-10 14:57:09,439,570.7,1009.7
2021-06-10 14:57:11,444,577.2,1021.2
2021-06-10 14:57:13,444,577.2,1021.2
2021-06-10 14:57:15,444,577.2,1021.2
2021-06-10 14:57:18,442,574.6,1016.6
2021-06-10 14:57:20,442,574.6,1016.6
2021-06-10 14:57:22,427,555.1,982.1
2021-06-10 14:57:24,427,555.1,982.1
2021-06-10 14:57:26,427,555.1,982.1
2021-06-10 14:57:29,436,566.8,1002.8
2021-06-10 14:57:31,436,566.8,1002.8
2021-06-10 14:57:33,436,566.8,1002.8
2021-06-10 14:57:35,439,570.7,1009.7
2021-06-10 14:57:37,439,570.7,1009.7
2021-06-10 14:57:40,439,570.7,1009.7
2021-06-10 14:57:42,443,575.9,1018.9
2021-06-10 14:57:44,443,575.9,1018.9
2021-06-10 14:57:46,443,575.9,1018.9
2021-06-10 14:57:49,427,555.1,982.1
2021-06-10 14:57:51,427,555.1,982.1
2021-06-10 14:57:53,436,566.8,1002.8
2021-06-10 14:57:55,436,566.8,1002.8
2021-06-10 14:57:57,436,566.8,1002.8
2021-06-10 14:58:00,439,570.7,1009.7
2021-06-10 14:58:02,439,570.7,1009.7
2021-06-10 14:58:04,439,570.7,1009.7
2021-06-10 14:58:06,442,574.6,1016.6
2021-06-10 14:58:08,442,574.6,1016.6
2021-06-10 14:58:11,442,574.6,1016.6
2021-06-10 14:58:13,439,570.7,1009.7
2021-06-10 14:58:15,439,570.7,1009.7
2021-06-10 14:58:17,456,592.8,1048.8
2021-06-10 14:58:19,456,592.8,1048.8
2021-06-10 14:58:22,456,592.8,1048.8
2021-06-10 14:58:24,436,566.8,1002.8
2021-06-10 14:58:26,436,566.8,1002.8
2021-06-10 14:58:28,436,566.8,1002.8
2021-06-10 14:58:31,460,598.0,1058.0
2021-06-10 14:58:33,460,598.0,1058.0
2021-06-10 14:58:35,460,598.0,1058.0
2021-06-10 14:58:37,458,595.4,1053.4
2021-06-10 14:58:39,458,595.4,1053.4
2021-06-10 14:58:42,458,595.4,1053.4
2021-06-10 14:58:44,461,599.3,1060.3
2021-06-10 14:58:46,461,599.3,1060.3
2021-06-10 14:58:48,444,577.2,1021.2
2021-06-10 14:58:51,444,577.2,1021.2
2021-06-10 14:58:53,444,577.2,1021.2
2021-06-10 14:58:55,446,579.8,1025.8
2021-06-10 14:58:57,446,579.8,1025.8
2021-06-10 14:58:59,446,579.8,1025.8
2021-06-10 14:59:02,483,627.9,1110.9
2021-06-10 14:59:04,483,627.9,1110.9
2021-06-10 14:59:06,483,627.9,1110.9
2021-06-10 14:59:08,499,648.7,1147.7
2021-06-10 14:59:10,499,648.7,1147.7
2021-06-10 14:59:13,451,586.3,1037.3
2021-06-10 14:59:15,451,586.3,1037.3
2021-06-10 14:59:17,451,586.3,1037.3
2021-06-10 14:59:19,450,585.0,1035.0
2021-06-10 14:59:21,450,585.0,1035.0
2021-06-10 14:59:24,450,585.0,1035.0
2021-06-10 14:59:26,440,572.0,1012.0
2021-06-10 14:59:28,440,572.0,1012.0
2021-06-10 14:59:30,440,572.0,1012.0
2021-06-10 14:59:32,450,585.0,1035.0
2021-06-10 14:59:35,450,585.0,1035.0
2021-06-10 14:59:37,450,585.0,1035.0
2021-06-10 14:59:39,451,586.3,1037.3
2021-06-10 14:59:41,451,586.3,1037.3
2021-06-10 14:59:44,436,566.8,1002.8
2021-06-10 14:59:46,436,566.8,1002.8
2021-06-10 14:59:48,436,566.8,1002.8
2021-06-10 14:59:50,442,574.6,1016.6
2021-06-10 14:59:52,442,574.6,1016.6
2021-06-10 14:59:55,442,574.6,1016.6
2021-06-10 14:59:57,434,564.2,998.2
2021-06-10 14:59:59,434,564.2,998.2
2021-06-10 15:00:01,434,564.2,998.2
2021-06-10 15:00:03,443,575.9,1018.9
2021-06-10 15:00:06,443,575.9,1018.9
2021-06-10 15:00:08,443,575.9,1018.9
2021-06-10 15:00:10,443,575.9,1018.9
2021-06-10 15:00:12,443,575.9,1018.9
2021-06-10 15:00:14,439,570.7,1009.7
2021-06-10 15:00:17,439,570.7,1009.7
2021-06-10 15:00:19,439,570.7,1009.7
2021-06-10 15:00:21,434,564.2,998.2
2021-06-10 15:00:23,434,564.2,998.2
2021-06-10 15:00:25,434,564.2,998.2
2021-06-10 15:00:28,437,568.1,1005.1
2021-06-10 15:00:30,437,568.1,1005.1
2021-06-10 15:00:32,437,568.1,1005.1
2021-06-10 15:00:34,447,581.1,1028.1
2021-06-10 15:00:37,447,581.1,1028.1
2021-06-10 15:00:39,447,581.1,1028.1
2021-06-10 15:00:41,435,565.5,1000.5
2021-06-10 15:00:43,435,565.5,1000.5
2021-06-10 15:00:45,422,548.6,970.6
2021-06-10 15:00:48,422,548.6,970.6
2021-06-10 15:00:50,422,548.6,970.6
2021-06-10 15:00:52,441,573.3,1014.3
2021-06-10 15:00:54,441,573.3,1014.3
2021-06-10 15:00:57,441,573.3,1014.3
2021-06-10 15:00:59,442,574.6,1016.6
2021-06-10 15:01:01,442,574.6,1016.6
2021-06-10 15:01:03,442,574.6,1016.6
2021-06-10 15:01:05,443,575.9,1018.9
2021-06-10 15:01:08,443,575.9,1018.9
2021-06-10 15:01:10,431,560.3,991.3
2021-06-10 15:01:12,431,560.3,991.3
2021-06-10 15:01:14,431,560.3,991.3
2021-06-10 15:01:16,440,572.0,1012.0
2021-06-10 15:01:19,440,572.0,1012.0
2021-06-10 15:01:21,440,572.0,1012.0
2021-06-10 15:01:23,436,566.8,1002.8
2021-06-10 15:01:25,436,566.8,1002.8
2021-06-10 15:01:27,436,566.8,1002.8
2021-06-10 15:01:30,439,570.7,1009.7
2021-06-10 15:01:32,439,570.7,1009.7
2021-06-10 15:01:34,439,570.7,1009.7
2021-06-10 15:01:36,439,570.7,1009.7
2021-06-10 15:01:38,439,570.7,1009.7
2021-06-10 15:01:41,442,574.6,1016.6
2021-06-10 15:01:43,442,574.6,1016.6
2021-06-10 15:01:45,442,574.6,1016.6
2021-06-10 15:01:47,435,565.5,1000.5
2021-06-10 15:01:50,435,565.5,1000.5
2021-06-10 15:01:52,435,565.5,1000.5
2021-06-10 15:01:54,447,581.1,1028.1
2021-06-10 15:01:56,447,581.1,1028.1
2021-06-10 15:01:58,447,581.1,1028.1
2021-06-10 15:02:01,442,574.6,1016.6
2021-06-10 15:02:03,442,574.6,1016.6
2021-06-10 15:02:05,442,574.6,1016.6
2021-06-10 15:02:07,434,564.2,998.2
2021-06-10 15:02:09,434,564.2,998.2
2021-06-10 15:02:12,443,575.9,1018.9
2021-06-10 15:02:14,443,575.9,1018.9
2021-06-10 15:02:16,443,575.9,1018.9
2021-06-10 15:02:18,439,570.7,1009.7
2021-06-10 15:02:20,439,570.7,1009.7
2021-06-10 15:02:23,439,570.7,1009.7
2021-06-10 15:02:25,443,575.9,1018.9
2021-06-10 15:02:27,443,575.9,1018.9
2021-06-10 15:02:29,443,575.9,1018.9
2021-06-10 15:02:32,431,560.3,991.3
2021-06-10 15:02:34,431,560.3,991.3
2021-06-10 15:02:36,440,572.0,1012.0
2021-06-10 15:02:38,440,572.0,1012.0
2021-06-10 15:02:41,440,572.0,1012.0
2021-06-10 15:02:43,430,559.0,989.0
2021-06-10 15:02:45,430,559.0,989.0
2021-06-10 15:02:47,430,559.0,989.0
2021-06-10 15:02:49,441,573.3,1014.3
2021-06-10 15:02:52,441,573.3,1014.3
2021-06-10 15:02:54,441,573.3,1014.3
2021-06-10 15:02:56,448,582.4,1030.4
2021-06-10 15:02:58,448,582.4,1030.4
2021-06-10 15:03:00,448,582.4,1030.4
2021-06-10 15:03:03,431,560.3,991.3
2021-06-10 15:03:05,431,560.3,991.3
2021-06-10 15:03:07,440,572.0,1012.0
2021-06-10 15:03:09,440,572.0,1012.0
2021-06-10 15:03:11,440,572.0,1012.0
2021-06-10 15:03:14,443,575.9,1018.9
2021-06-10 15:03:16,443,575.9,1018.9
2021-06-10 15:03:18,443,575.9,1018.9
2021-06-10 15:03:20,439,570.7,1009.7
2021-06-10 15:03:23,439,570.7,1009.7
2021-06-10 15:03:25,439,570.7,1009.7
2021-06-10 15:03:27,440,572.0,1012.0
2021-06-10 15:03:29,440,572.0,1012.0
2021-06-10 15:03:31,435,565.5,1000.5
2021-06-10 15:03:34,435,565.5,1000.5
2021-06-10 15:03:36,435,565.5,1000.5
2021-06-10 15:03:38,444,577.2,1021.2
2021-06-10 15:03:40,444,577.2,1021.2
2021-06-10 15:03:42,444,577.2,1021.2
2021-06-10 15:03:45,439,570.7,1009.7
2021-06-10 15:03:47,439,570.7,1009.7
2021-06-10 15:03:49,439,570.7,1009.7
2021-06-10 15:03:51,453,588.9,1041.9
2021-06-10 15:03:53,453,588.9,1041.9
2021-06-10 15:03:56,453,588.9,1041.9
2021-06-10 15:03:58,443,575.9,1018.9
2021-06-10 15:04:00,443,575.9,1018.9
2021-06-10 15:04:02,444,577.2,1021.2
2021-06-10 15:04:04,444,577.2,1021.2
2021-06-10 15:04:07,444,577.2,1021.2
2021-06-10 15:04:09,442,574.6,1016.6
2021-06-10 15:04:11,442,574.6,1016.6
2021-06-10 15:04:13,442,574.6,1016.6
2021-06-10 15:04:15,440,572.0,1012.0
2021-06-10 15:04:18,440,572.0,1012.0
2021-06-10 15:04:20,440,572.0,1012.0
2021-06-10 15:04:22,446,579.8,1025.8
2021-06-10 15:04:24,446,579.8,1025.8
2021-06-10 15:04:27,446,579.8,1025.8
2021-06-10 15:04:29,440,572.0,1012.0
2021-06-10 15:04:31,440,572.0,1012.0
2021-06-10 15:04:33,437,568.1,1005.1
2021-06-10 15:04:35,437,568.1,1005.1
2021-06-10 15:04:38,437,568.1,1005.1
2021-06-10 15:04:40,452,587.6,1039.6
2021-06-10 15:04:42,452,587.6,1039.6
2021-06-10 15:04:44,452,587.6,1039.6
2021-06-10 15:04:46,442,574.6,1016.6
2021-06-10 15:04:49,442,574.6,1016.6
2021-06-10 15:04:51,442,574.6,1016.6
2021-06-10 15:04:53,467,607.1,1074.1
2021-06-10 15:04:55,467,607.1,1074.1
2021-06-10 15:04:57,467,607.1,1074.1
2021-06-10 15:05:00,469,609.7,1078.7
2021-06-10 15:05:02,469,609.7,1078.7
2021-06-10 15:05:04,435,565.5,1000.5
2021-06-10 15:05:06,435,565.5,1000.5
2021-06-10 15:05:09,435,565.5,1000.5
2021-06-10 15:05:11,442,574.6,1016.6
2021-06-10 15:05:13,442,574.6,1016.6
2021-06-10 15:05:15,442,574.6,1016.6
2021-06-10 15:05:17,452,587.6,1039.6
2021-06-10 15:05:20,452,587.6,1039.6
2021-06-10 15:05:22,452,587.6,1039.6
2021-06-10 15:05:24,451,586.3,1037.3
2021-06-10 15:05:26,451,586.3,1037.3
2021-06-10 15:05:28,437,568.1,1005.1
2021-06-10 15:05:31,437,568.1,1005.1
2021-06-10 15:05:33,437,568.1,1005.1
2021-06-10 15:05:35,443,575.9,1018.9
2021-06-10 15:05:37,443,575.9,1018.9
2021-06-10 15:05:40,443,575.9,1018.9
2021-06-10 15:05:42,448,582.4,1030.4
2021-06-10 15:05:44,448,582.4,1030.4
2021-06-10 15:05:46,448,582.4,1030.4
2021-06-10 15:05:48,479,622.7,1101.7
2021-06-10 15:05:51,479,622.7,1101.7
2021-06-10 15:05:53,479,622.7,1101.7
2021-06-10 15:05:55,455,591.5,1046.5
2021-06-10 15:05:57,455,591.5,1046.5
2021-06-10 15:05:59,442,574.6,1016.6
2021-06-10 15:06:02,442,574.6,1016.6
2021-06-10 15:06:04,442,574.6,1016.6
2021-06-10 15:06:06,446,579.8,1025.8
2021-06-10 15:06:08,446,579.8,1025.8
2021-06-10 15:06:10,446,579.8,1025.8
2021-06-10 15:06:13,444,577.2,1021.2
2021-06-10 15:06:15,444,577.2,1021.2
2021-06-10 15:06:17,444,577.2,1021.2
2021-06-10 15:06:19,450,585.0,1035.0
2021-06-10 15:06:22,450,585.0,1035.0
2021-06-10 15:06:24,499,648.7,1147.7
2021-06-10 15:06:26,499,648.7,1147.7
2021-06-10 15:06:28,499,648.7,1147.7
2021-06-10 15:06:31,450,585.0,1035.0
2021-06-10 15:06:33,450,585.0,1035.0
2021-06-10 15:06:35,450,585.0,1035.0
2021-06-10 15:06:37,467,607.1,1074.1
2021-06-10 15:06:39,467,607.1,1074.1
2021-06-10 15:06:42,467,607.1,1074.1
2021-06-10 15:06:44,443,575.9,1018.9
2021-06-10 15:06:46,443,575.9,1018.9
2021-06-10 15:06:48,443,575.9,1018.9
2021-06-10 15:06:50,440,572.0,1012.0
2021-06-10 15:06:53,440,572.0,1012.0
2021-06-10 15:06:55,452,587.6,1039.6
2021-06-10 15:06:57,452,587.6,1039.6
2021-06-10 15:06:59,452,587.6,1039.6
2021-06-10 15:07:01,441,573.3,1014.3
2021-06-10 15:07:04,441,573.3,1014.3
2021-06-10 15:07:06,441,573.3,1014.3
2021-06-10 15:07:08,447,581.1,1028.1
2021-06-10 15:07:10,447,581.1,1028.1
2021-06-10 15:07:12,447,581.1,1028.1
2021-06-10 15:07:15,444,577.2,1021.2
2021-06-10 15:07:17,444,577.2,1021.2
2021-06-10 15:07:19,444,577.2,1021.2
2021-06-10 15:07:21,439,570.7,1009.7
2021-06-10 15:07:23,439,570.7,1009.7
2021-06-10 15:07:26,437,568.1,1005.1
2021-06-10 15:07:28,437,568.1,1005.1
2021-06-10 15:07:30,437,568.1,1005.1
2021-06-10 15:07:32,443,575.9,1018.9
2021-06-10 15:07:35,443,575.9,1018.9
2021-06-10 15:07:37,443,575.9,1018.9
2021-06-10 15:07:39,446,579.8,1025.8
2021-06-10 15:07:41,446,579.8,1025.8
2021-06-10 15:07:43,446,579.8,1025.8
2021-06-10 15:07:46,446,579.8,1025.8
2021-06-10 15:07:48,446,579.8,1025.8
2021-06-10 15:07:50,483,627.9,1110.9
2021-06-10 15:07:52,483,627.9,1110.9
2021-06-10 15:07:54,483,627.9,1110.9
2021-06-10 15:07:57,492,639.6,1131.6
2021-06-10 15:07:59,492,639.6,1131.6
2021-06-10 15:08:01,492,639.6,1131.6
2021-06-10 15:08:03,436,566.8,1002.8
2021-06-10 15:08:05,436,566.8,1002.8
2021-06-10 15:08:08,436,566.8,1002.8
2021-06-10 15:08:10,448,582.4,1030.4
2021-06-10 15:08:12,448,582.4,1030.4
2021-06-10 15:08:14,448,582.4,1030.4
2021-06-10 15:08:17,437,568.1,1005.1
2021-06-10 15:08:19,437,568.1,1005.1
2021-06-10 15:08:21,456,592.8,1048.8
2021-06-10 15:08:23,456,592.8,1048.8
2021-06-10 15:08:25,456,592.8,1048.8
2021-06-10 15:08:28,451,586.3,1037.3
2021-06-10 15:08:30,451,586.3,1037.3
2021-06-10 15:08:32,451,586.3,1037.3
2021-06-10 15:08:34,447,581.1,1028.1
2021-06-10 15:08:36,447,581.1,1028.1
2021-06-10 15:08:39,447,581.1,1028.1
2021-06-10 15:08:41,463,601.9,1064.9
2021-06-10 15:08:43,463,601.9,1064.9
2021-06-10 15:08:45,463,601.9,1064.9
2021-06-10 15:08:48,449,583.7,1032.7
2021-06-10 15:08:50,449,583.7,1032.7
2021-06-10 15:08:52,443,575.9,1018.9
2021-06-10 15:08:54,443,575.9,1018.9
2021-06-10 15:08:56,443,575.9,1018.9
2021-06-10 15:08:59,447,581.1,1028.1
2021-06-10 15:09:01,447,581.1,1028.1
2021-06-10 15:09:03,447,581.1,1028.1
2021-06-10 15:09:05,444,577.2,1021.2
2021-06-10 15:09:07,444,577.2,1021.2
2021-06-10 15:09:10,444,577.2,1021.2
2021-06-10 15:09:12,448,582.4,1030.4
2021-06-10 15:09:14,448,582.4,1030.4
2021-06-10 15:09:16,456,592.8,1048.8
2021-06-10 15:09:19,456,592.8,1048.8
2021-06-10 15:09:21,456,592.8,1048.8
2021-06-10 15:09:23,446,579.8,1025.8
2021-06-10 15:09:25,446,579.8,1025.8
2021-06-10 15:09:27,446,579.8,1025.8
2021-06-10 15:09:30,441,573.3,1014.3
2021-06-10 15:09:32,441,573.3,1014.3
2021-06-10 15:09:34,441,573.3,1014.3
2021-06-10 15:09:36,437,568.1,1005.1
2021-06-10 15:09:38,437,568.1,1005.1
2021-06-10 15:09:41,437,568.1,1005.1
2021-06-10 15:09:43,447,581.1,1028.1
2021-06-10 15:09:45,447,581.1,1028.1
2021-06-10 15:09:47,444,577.2,1021.2
2021-06-10 15:09:49,444,577.2,1021.2
2021-06-10 15:09:52,444,577.2,1021.2
2021-06-10 15:09:54,446,579.8,1025.8
2021-06-10 15:09:56,446,579.8,1025.8
2021-06-10 15:09:58,446,579.8,1025.8
2021-06-10 15:10:00,449,583.7,1032.7
2021-06-10 15:10:03,449,583.7,1032.7
2021-06-10 15:10:05,449,583.7,1032.7
2021-06-10 15:10:07,448,582.4,1030.4
2021-06-10 15:10:09,448,582.4,1030.4
2021-06-10 15:10:11,448,582.4,1030.4
2021-06-10 15:10:14,442,574.6,1016.6
2021-06-10 15:10:16,442,574.6,1016.6
2021-06-10 15:10:18,444,577.2,1021.2
2021-06-10 15:10:20,444,577.2,1021.2
2021-06-10 15:10:23,444,577.2,1021.2
2021-06-10 15:10:25,443,575.9,1018.9
2021-06-10 15:10:27,443,575.9,1018.9
2021-06-10 15:10:29,443,575.9,1018.9
2021-06-10 15:10:32,447,581.1,1028.1
2021-06-10 15:10:34,447,581.1,1028.1
2021-06-10 15:10:36,447,581.1,1028.1
2021-06-10 15:10:38,449,583.7,1032.7
2021-06-10 15:10:40,449,583.7,1032.7
2021-06-10 15:10:43,440,572.0,1012.0
2021-06-10 15:10:45,440,572.0,1012.0
2021-06-10 15:10:47,440,572.0,1012.0
2021-06-10 15:10:49,448,582.4,1030.4
2021-06-10 15:10:52,448,582.4,1030.4
2021-06-10 15:10:54,448,582.4,1030.4
2021-06-10 15:10:56,452,587.6,1039.6
2021-06-10 15:10:58,452,587.6,1039.6
2021-06-10 15:11:00,452,587.6,1039.6
2021-06-10 15:11:03,448,582.4,1030.4
2021-06-10 15:11:09,447,581.1,1028.1
2021-06-10 15:11:12,447,581.1,1028.1
2021-06-10 15:11:14,453,588.9,1041.9
2021-06-10 15:11:16,453,588.9,1041.9
2021-06-10 15:11:18,453,588.9,1041.9
2021-06-10 15:11:20,465,604.5,1069.5
2021-06-10 15:11:23,465,604.5,1069.5
2021-06-10 15:11:25,465,604.5,1069.5
2021-06-10 15:11:27,455,591.5,1046.5
2021-06-10 15:11:29,455,591.5,1046.5
2021-06-10 15:11:31,455,591.5,1046.5
2021-06-10 15:11:34,450,585.0,1035.0
2021-06-10 15:11:36,450,585.0,1035.0
2021-06-10 15:11:38,450,585.0,1035.0
2021-06-10 15:11:40,450,585.0,1035.0
2021-06-10 15:11:42,450,585.0,1035.0
2021-06-10 15:11:45,439,570.7,1009.7
2021-06-10 15:11:47,439,570.7,1009.7
2021-06-10 15:11:49,439,570.7,1009.7
2021-06-10 15:11:51,436,566.8,1002.8
2021-06-10 15:11:53,436,566.8,1002.8
2021-06-10 15:11:56,436,566.8,1002.8
2021-06-10 15:11:58,451,586.3,1037.3
2021-06-10 15:12:00,451,586.3,1037.3
2021-06-10 15:12:02,451,586.3,1037.3
2021-06-10 15:12:08,456,592.8,1048.8
2021-06-10 15:12:10,442,574.6,1016.6
2021-06-10 15:12:12,442,574.6,1016.6
2021-06-10 15:12:14,442,574.6,1016.6
2021-06-10 15:12:16,441,573.3,1014.3
2021-06-10 15:12:19,441,573.3,1014.3
2021-06-10 15:12:21,441,573.3,1014.3
2021-06-10 15:12:23,443,575.9,1018.9
2021-06-10 15:12:25,443,575.9,1018.9
2021-06-10 15:12:28,444,577.2,1021.2
2021-06-10 15:12:30,444,577.2,1021.2
2021-06-10 15:12:32,444,577.2,1021.2
2021-06-10 15:12:34,451,586.3,1037.3
2021-06-10 15:12:36,451,586.3,1037.3
2021-06-10 15:12:39,451,586.3,1037.3
2021-06-10 15:12:41,443,575.9,1018.9
2021-06-10 15:12:43,443,575.9,1018.9
2021-06-10 15:12:45,443,575.9,1018.9
2021-06-10 15:12:47,455,591.5,1046.5
2021-06-10 15:12:50,455,591.5,1046.5
2021-06-10 15:12:52,483,627.9,1110.9
2021-06-10 15:12:54,483,627.9,1110.9
2021-06-10 15:12:56,483,627.9,1110.9
2021-06-10 15:12:58,488,634.4,1122.4
2021-06-10 15:13:02,488,634.4,1122.4
2021-06-10 15:13:04,488,634.4,1122.4
2021-06-10 15:13:07,441,573.3,1014.3
2021-06-10 15:13:09,441,573.3,1014.3
2021-06-10 15:13:12,440,572.0,1012.0
2021-06-10 15:13:14,440,572.0,1012.0
2021-06-10 15:13:16,440,572.0,1012.0
2021-06-10 15:13:18,444,577.2,1021.2
2021-06-10 15:13:20,444,577.2,1021.2
2021-06-10 15:13:23,449,583.7,1032.7
2021-06-10 15:13:25,449,583.7,1032.7
2021-06-10 15:13:27,449,583.7,1032.7
2021-06-10 15:13:29,437,568.1,1005.1
2021-06-10 15:13:32,437,568.1,1005.1
2021-06-10 15:13:34,437,568.1,1005.1
2021-06-10 15:13:36,449,583.7,1032.7
2021-06-10 15:13:38,449,583.7,1032.7
2021-06-10 15:13:40,449,583.7,1032.7
2021-06-10 15:13:43,447,581.1,1028.1
2021-06-10 15:13:45,447,581.1,1028.1
2021-06-10 15:13:47,447,581.1,1028.1
2021-06-10 15:13:50,432,561.6,993.6
2021-06-10 15:13:52,432,561.6,993.6
2021-06-10 15:13:58,441,573.3,1014.3
2021-06-10 15:14:00,444,577.2,1021.2
2021-06-10 15:14:02,444,577.2,1021.2
2021-06-10 15:14:04,444,577.2,1021.2
2021-06-10 15:14:06,439,570.7,1009.7
2021-06-10 15:14:09,439,570.7,1009.7
2021-06-10 15:14:11,439,570.7,1009.7
2021-06-10 15:14:13,448,582.4,1030.4
2021-06-10 15:14:15,448,582.4,1030.4
2021-06-10 15:14:18,448,582.4,1030.4
2021-06-10 15:14:20,434,564.2,998.2
2021-06-10 15:14:22,434,564.2,998.2
2021-06-10 15:14:24,453,588.9,1041.9
2021-06-10 15:14:26,453,588.9,1041.9
2021-06-10 15:14:29,453,588.9,1041.9
2021-06-10 15:14:31,440,572.0,1012.0
2021-06-10 15:14:36,440,572.0,1012.0
2021-06-10 15:14:38,439,570.7,1009.7
2021-06-10 15:14:41,439,570.7,1009.7
2021-06-10 15:14:43,455,591.5,1046.5
2021-06-10 15:14:45,455,591.5,1046.5
2021-06-10 15:14:47,455,591.5,1046.5
2021-06-10 15:14:49,451,586.3,1037.3
2021-06-10 15:14:52,451,586.3,1037.3
2021-06-10 15:14:54,451,586.3,1037.3
2021-06-10 15:14:56,487,633.1,1120.1
2021-06-10 15:14:58,487,633.1,1120.1
2021-06-10 15:15:00,487,633.1,1120.1
2021-06-10 15:15:03,449,583.7,1032.7
2021-06-10 15:15:05,449,583.7,1032.7
2021-06-10 15:15:07,449,583.7,1032.7
2021-06-10 15:15:09,439,570.7,1009.7
2021-06-10 15:15:11,439,570.7,1009.7
2021-06-10 15:15:14,455,591.5,1046.5
2021-06-10 15:15:16,455,591.5,1046.5
2021-06-10 15:15:18,455,591.5,1046.5
2021-06-10 15:15:20,446,579.8,1025.8
2021-06-10 15:15:22,446,579.8,1025.8
2021-06-10 15:15:25,446,579.8,1025.8
2021-06-10 15:15:27,447,581.1,1028.1
2021-06-10 15:15:29,447,581.1,1028.1
2021-06-10 15:15:31,447,581.1,1028.1
2021-06-10 15:15:33,444,577.2,1021.2
2021-06-10 15:15:36,444,577.2,1021.2
2021-06-10 15:15:38,444,577.2,1021.2
2021-06-10 15:15:40,444,577.2,1021.2
2021-06-10 15:15:42,444,577.2,1021.2
2021-06-10 15:15:48,446,579.8,1025.8
2021-06-10 15:15:50,446,579.8,1025.8
2021-06-10 15:15:52,442,574.6,1016.6
2021-06-10 15:15:54,442,574.6,1016.6
2021-06-10 15:15:57,451,586.3,1037.3
2021-06-10 15:15:59,451,586.3,1037.3
2021-06-10 15:16:05,444,577.2,1021.2
2021-06-10 15:16:07,444,577.2,1021.2
2021-06-10 15:16:09,440,572.0,1012.0
2021-06-10 15:16:11,440,572.0,1012.0
2021-06-10 15:16:14,440,572.0,1012.0
2021-06-10 15:16:16,441,573.3,1014.3
2021-06-10 15:16:18,441,573.3,1014.3
2021-06-10 15:16:20,441,573.3,1014.3
2021-06-10 15:16:22,444,577.2,1021.2
2021-06-10 15:16:25,444,577.2,1021.2
2021-06-10 15:16:27,444,577.2,1021.2
2021-06-10 15:16:29,435,565.5,1000.5
2021-06-10 15:16:31,435,565.5,1000.5
